"date";"from";"text"
"2020-08-04T20:36:17";"Omnipresent";"Stond er niet dat je toegevoegd was door iemand dan?"
"2020-08-04T20:36:39";"Omnipresent";"Meestal staat  dat erbij"
"2020-08-04T20:36:59";"Dutch Patriot Jimmy Hendriks";"Niet op gelet. Ben er gelijk uitgegaan"
"2020-08-04T20:37:06";"Omnipresent";"Ah ok"
"2020-08-04T20:37:42";"Omnipresent";"Nou ja..ben je dr uit.."
"2020-08-04T20:38:01";"Dutch Patriot Jimmy Hendriks";"Maar ja, verder is het prima. Ja niks te zoeken bij die gast"
"2020-08-04T20:38:36";"Marianne";"Laten we hier niet negatief kletsen over niemand ..k"
"2020-08-04T20:38:40";"Omnipresent";"Ik vraav me wel af hoe t komt..maar ja..kijken of t nog meer mensen gebeurt"
"2020-08-04T20:45:07";"Dutch Patriot Jimmy Hendriks";"Wou het alleen even melden. Dat was het <U+0001F44D> scherp zijn en blijven. Dat is positief, sluit ik het hiermee af <U+2665><U+FE0F>"
"2020-08-04T20:47:43";"Marianne";"Dat gaat helemaal niet nog eens gebeuren, we gaan lekker scherp worden op positief aanwezig zijn en er wat van maken ! En werkelijk: ik verder conflictmateriaal."
"2020-08-04T20:48:25";"Marianne";"verwijder... bedoel ik."
"2020-08-04T20:48:43";"Marianne";"Ging d'r hier nog iemand van naar Rotterdam morgen?"
"2020-08-04T20:48:58";"Marianne";"(mét mondkapje? <U+0001F633>)"
"2020-08-04T21:04:04";"Dutch Patriot Jimmy Hendriks";"list(""De hopeloos eenzijdige coronaberichtgeving door journalistieke rioolratten | De Binnenlandsche Bataafsche Courant\n"", list(type = ""link"", text = ""https://debataafschecourant.wordpress.com/2020/08/04/de-hopeloos-eenzijdige-coronaberichtgeving-door-journalistieke-rioolratten/""))"
"2020-08-04T22:25:20";"Marianne";"Heb de beelden gezien"
"2020-08-04T22:25:30";"Marianne";"list(type = ""link"", text = ""https://www.facebook.com/USAMatters/videos/2559785647665577/?from=bookmark"")"
"2020-08-04T23:29:26";"naat";"list(""22 Augustus Manifestatie in Den Haag tegen kinderhandel/misbruik.\nOnderdeel van een globaal protest. \nEen tocht door Arnhem (info volgt) en Den Haag met als startpunt het Malieveld\nTijd :13.00\nBlijf op de hoogte hier op telegram via. \n"", list(type = ""mention"", text = ""@FreedomForTheChildrenNL""))"
"2020-08-04T23:39:52";"Marianne";"Ben er heen gegaan :) Heel benieuwd of ik nog wat kan helpen ermee..."
"2020-08-04T23:47:08";"naat";"Ja ik denk dat ze het gewoon heel druk hebben nu. Binnen aantal dagen naar 700 leden en daarbij alles er omheen x"
"2020-08-04T23:49:37";"Marianne";"Dat is beetje erg veel op het bordje ja, wow na ja heb aangeboden of ik wat voor ze kon doen, dus ze dat doen we dan."
"2020-08-04T23:50:17";"Marianne";"en nu even iets voor de nonsens en grijns op den toetjes: prettig voor het slapen gaan, dag niet gelachen.... etc"
"2020-08-05T08:03:25";"Omnipresent";"list(type = ""link"", text = ""https://www.youtube.com/watch?v=OPR3GlpQQJA"")"
"2020-08-05T08:23:28";"Omnipresent";"list(type = ""link"", text = ""https://www.youtube.com/watch?v=CsgaFKwUA6g"")"
"2020-08-05T11:48:37";"Omnipresent";"de wijsheid van pippie"
"2020-08-05T12:07:50";"Marianne";"list(type = ""link"", text = ""https://www.facebook.com/revrouwlutie/videos/646981919505647/?v=353213429376952&notif_id=1596565843303746&notif_t=watch_follower_video_explicit"")"
"2020-08-05T14:35:15";"naat";"Hoi hoi allemaal <U+0001F64C>
Even ter info.
De wekelijkse off grid meeting is aankomende Zaterdag om 7 uur.  Vindt je het fijn mee te denken over aankomende  acties?  Join us! 
Iedereen is welkom 
Locatie word op de dag bekend gemaakt in de groepen of stuur me een pb, zowieso omgeving Den Haag centrum"
"2020-08-05T16:54:27";"Omnipresent";"tof"
"2020-08-05T16:54:34";"Omnipresent";"kan ie ook in off grid?"
"2020-08-05T16:59:46";"sir<U+2713>illa<U+2713>illa<U+0001F1F3><U+0001F1F1>";"Malloten"
"2020-08-05T19:45:11";"sir<U+2713>illa<U+2713>illa<U+0001F1F3><U+0001F1F1>";"Goed gedaan van Willem <U+0001F44C> Toppie"
"2020-08-05T20:43:05";"Anne<U+0001F1F3><U+0001F1F1>";"list(type = ""link"", text = ""https://facebook.com/events/s/dag-van-verbinding-tegen-de-sp/298091138110089/?ti=cl"")"
"2020-08-05T22:09:34";"Victor Westerkamp";"Er schijnen twee dames in majorette pakjes in de Spuistraat te staan om het winkelpubliek gescheiden te houden. Zullen we die even lastig vallen vallen morgen met moeilijke vragen als, ""Wat is nou eigenlijk een virus?"" en ""Hoe werkt dat dan zo' n besmetting via aerosolen?"" ? En dan wil ik nog wel even een selfie met ze maken. Als iemand het nog wil filmen gebben we een keuk item voor op social media."
"2020-08-05T22:10:44";"Victor Westerkamp";"Of even met ze knuffelen natuurlijk."
"2020-08-05T23:40:26";"Krisso";"Jezus ze lopen vrijwillig naar de klif"
"2020-08-06T00:55:06";"Patrice";"Of ""Waarom zijn er hier op straat maatregelen? Aerosolen blijven in het buitenlucht niet lang genoeg hangen om iemand te besmetten."""
"2020-08-06T00:56:13";"Patrice";"Hoelaat ben je morgen in de stad?"
"2020-08-06T05:49:42";"Omnipresent";"<U+0001F605><U+0001F923><U+0001F923>"
"2020-08-06T08:22:15";"Omnipresent";"list(""Vrijheidsacties\n\nZaterdag 8 augustus om 10.00 uur\nWalk of Freedom naar de Grebbeberg\nHotel de Wereld, 5 mei Plein, Wageningen\n\nZondag 9 augustus om 10.00 uur\nWalk of Freedom Lage Vuursche\n\nZaterdag 15 augustus \nSchouder aan schouder tegen 1,5 meter\nKoekamp, Den Haag\n\nZaterdag 29 augustus\nBerlijn nodigt Europa uit: Feest voor vrijheid en vrede\nBerlijn\n\nKijk ook op "", list(type = ""link"", text = ""https://dlmplus.nl/vrijheidsacties""))"
"2020-08-06T10:39:39";"Victor Westerkamp";"Uur of 14:30?"
"2020-08-06T12:08:33";"Omnipresent";"list(""\""Wat het CDC dus zegt is dat wanneer iemand verkouden is en antilichamen heeft aangemaakt deze positief zal testen voor corona. \n\nMet andere woorden, je kunt nooit of te nimmer stellen dat er 6.331 mensen zeker zijn overleden aan de gevolgen van het coronavirus. Dat is totale onzin. Iemand die verkouden was en is overleden doordat deze aan een vergevorderde vorm van kanker leed, zal positief getest zijn op corona en dus worden gelabeld als een coronadode, terwijl diegene in werkelijkheid is overleden aan de gevolgen van kanker.\n\nConclusie is dan ook dat de stelling van censuurwebsite "", 
    list(type = ""link"", text = ""Nu.nl""), "" niet is bewezen.\n\nHoe betrouwbaar die tests zijn, hebben we gezien bij de test die werd uitgevoerd door de president van Tanzania die een geit en een papayavrucht liet testen en die beiden positief op corona terugkwamen.\n\nEr wordt gesteld door censuurwebsite "", list(type = ""link"", text = ""Nu.nl""), "" dat er geen enkel bewijs is dat de griepdoden zijn geteld als coronadoden, maar cijfers liegen niet en \""normale\"" griepdoden verdwijnen niet zomaar in het niets.\"""")"
"2020-08-06T13:31:59";"sir<U+2713>illa<U+2713>illa<U+0001F1F3><U+0001F1F1>";"<U+0001F62C>"
"2020-08-06T13:52:43";"Omnipresent";"pff villas"
"2020-08-06T14:01:03";"sir<U+2713>illa<U+2713>illa<U+0001F1F3><U+0001F1F1>";"Yep
Ik ga vandaag maar ff niet naar strand <U+0001F914>"
"2020-08-06T14:01:49";"Omnipresent";"nah"
"2020-08-06T15:16:02";"Mandy- Zina";"Hoi! Zondag as 13.30u samenkomst station Hlem om zonder korf naar Adam te treinen en daar lekker in de buitenlucht in t centrum te wandelen zonder doodsmasker natr om ff goed alle uitlaatgassen in en uit te ademen,haha! Gister Rdam was n geweldig statement! Liefs, Silva"
"2020-08-06T15:20:38";"Omnipresent";"top!"
"2020-08-06T17:52:12";"Marianne";"Ingeval je effe vrije dag nog iets zinnigs wilt en kan doen :)"
"2020-08-07T03:33:27";"Patrice";"Scheveningen was vandaag wel lekker, niet te druk, niet te rustig. En gelukkig geen anderhalve meter gedoe."
"2020-08-07T08:07:35";"sir<U+2713>illa<U+2713>illa<U+0001F1F3><U+0001F1F1>";"Ik heb nog vakantie maar ik ben gisteren maar niet naar het strand in Westland/Hoek van Holland gegaan
Al moet ik zeggen dat die persberichten vaak zwaar worden overdreven, weet ik uit ervaring <U+0001F609>"
"2020-08-07T08:08:28";"sir<U+2713>illa<U+2713>illa<U+0001F1F3><U+0001F1F1>";"Kom je uit de buurt van Scheveningen ?"
"2020-08-07T11:01:42";"Hale Baydar";"list(""Op 29-08 wordt een grote demo georganiseerd in Berlijn. \nVolgende telegram groep is aangemaakt voor geïnteresseerden: \n"", list(type = ""link"", text = ""https://t.me/joinchat/TVzK0Bwf0d6P0VPGAYtddw""), """")"
"2020-08-07T11:11:13";"Car";"<U+0001F44C>"
"2020-08-07T11:31:48";"sir<U+2713>illa<U+2713>illa<U+0001F1F3><U+0001F1F1>";"list(type = ""link"", text = ""https://t.me/joinchat/MJfT9kq6KSaifSo1-u0kRw"")"
"2020-08-07T11:32:16";"Omnipresent";"Top villas"
"2020-08-07T11:41:18";"naat";"Wij hebben Zaterdag om 7 uur een meeting voor off grid acties. Het is fijn een face to face netwerk te hebben en uit te breiden aangezien de *normale* middelen van communicatie kunnen wegvallen. Iedereen is welkom om hier gezamelijk ideeën en acties te bespreken."
"2020-08-07T11:42:17";"naat";"Mocht je erbij willen zijn stuur mij een pb <U+0001F64C>"
"2020-08-07T11:42:48";"naat";"En ook niet veilig zijn niet te vergeten <U+0001F607>"
"2020-08-07T11:54:42";"Hale Baydar";"list(""BERLIJN NODIGT EUROPA UIT, FESTIVAL VOOR VRIJHEID\n\nOnze Duitse collega actievoerders nodigen iedereen uit om op 29 Augustus 2020 naar Berlijn te komen om daar gezamenlijk te demonstreren. \n"", list(type = ""link"", text = ""https://youtu.be/Zd3x3V733ZU""), ""\n\nWord lid van de Telegram chatgroep om op de hoogte te blijven:\n"", list(type = ""link"", text = ""https://t.me/joinchat/TVzK0Bwf0d6P0VPGAYtddw""), ""  \n\n\n05-08-2020 Sharing is Caring! <U+2764><U+FE0F>\n<U+0001F337> Informeer jezelf en je vrienden! <U+0001F337>"")"
"2020-08-07T19:10:01";"Ger";"Hallo wakkere Hagenezen en aanverwanten :)"
"2020-08-07T19:10:26";"jody";"heujj"
"2020-08-07T19:12:16";"Victor Westerkamp";"Heeft iemand nog een link naar dat Lockstep Report van het Rockefeller Institute uit 2010?"
"2020-08-07T19:13:15";"jody";"list(type = ""link"", text = ""https://thewatchtowers.org/wp-content/uploads/2020/04/Rockefeller-Foundation.pdf"")"
"2020-08-07T19:13:19";"jody";"deze? vanaf pagina 18 begint de engheid"
"2020-08-07T19:15:05";"Ger";"dit soort engheid .... brrrr"
"2020-08-07T19:15:31";"Ger";"(da's pagina 20 - en bedankt voor het delen :))"
"2020-08-07T19:16:00";"Ger";"alleen al dat je dat als uitvergrote quote gaat gebruiken ... met droge ogen"
"2020-08-07T19:21:03";"Ger";"Dit wist ik niet. Dat ""Lock Step"" één van de 4 aangeboden scenario's was. En dat er (volgens de auteurs!) bij voldoende aanpassingsvermogen en bij voldoende politieke en economische ""eigengereidheid"" ook een toekomstbeeld wordt geschetst van ""Smart Scramble"". Als ik heel eerlijk ben staat een toekomst waarin gelijkgestemde vrijheidslievende mensen aan lokale oplossingen werken mij best aan :)"
"2020-08-07T19:22:35";"Ger";"(negeer dat ""economically depressed"" ... geldt misschien voor andere volken ... zie ik in Nederland niet snel gebeuren)"
"2020-08-07T20:02:19";"Dutch Patriot Jimmy Hendriks";"list(type = ""link"", text = ""https://youtu.be/01J2d-eb5L0"")"
"2020-08-07T20:40:33";"Victor Westerkamp";"Thanks!"
"2020-08-07T21:10:54";"Patrice";"hmm, nee Laakkwartier, maar ik was gisterenen twee maal in Scheveningen."
"2020-08-08T00:08:54";"Marianne";"list(""Welkom "", list(type = ""mention"", text = ""@diverED""), ""  :)"")"
"2020-08-08T00:09:03";"Marianne";"Hoi BO"
"2020-08-08T00:09:17";"Marianne";"en welkom Judith, Samantha"
"2020-08-08T00:09:40";"Marianne";"en Ger :)"
"2020-08-08T00:42:33";"Patrice";"Deze samenlevingen zijn een onderdeel van één en dezelfde samenleving. In een samenleving waar men word gecontroleerd is er een noodzaak voor een verzet. Om streng te controleren heeft de overheid technology nodig. Als mensen niet samenwerken komt zo'n samenleving er niet. Mensen moeten vrijwillig hun vrijheden aanpassen en aan onze overheden geven anders zouden we een ""lock step"" niet toelaten. Voor mij zijn die samenlevingen één gevaarlijke geheel. In ieder van die samenlevingen kan men goed voortbrengen, maar ook kwaadschiks."
"2020-08-08T01:22:45";"sir<U+2713>illa<U+2713>illa<U+0001F1F3><U+0001F1F1>";"Toppie
Lekkahh toch <U+0001F44C>
Ik woon in Westland"
"2020-08-08T02:26:20";"Marianne";"Welkom @Es VdA, dit is de juiste groep voor Den Haag :)"
"2020-08-08T08:29:27";"Hale Baydar";"list(list(type = ""link"", text = ""https://mobile.twitter.com/wef/status/1288882047017254912""), ""\n\nCovidpass <U+0001F92E><U+0001F92E><U+0001F92E>"")"
"2020-08-08T10:21:24";"Catharina";"Hi allemaal"
"2020-08-08T10:24:49";"jody";"hoi Brit"
"2020-08-08T12:50:36";"Omnipresent";"list(type = ""link"", text = ""https://viruswaarheid.nl/informeren/ouders-moeten-kinderen-in-quarantaine-isoleren/"")"
"2020-08-08T12:57:57";"Patrice";"Van kinderen moeten ze afblijven. Ik hoop dat de Duitsers vors in opstand voor hun kinderen komen."
"2020-08-08T12:59:11";"jody";"ware  woorden <U+0001F44F><U+0001F3FB>"
"2020-08-08T13:20:01";"Drayqun <U+0001F1F3><U+0001F1F1>";"Als het nodig is dan is het nodig maar dat is het niet en als dat wel zo is, waar is het bewijs. Als RIVM gewoon hun bevindingen en bewijzen publiceren dan ben ik tevreden maar dat doen ze niet. Waarom zou dat nou zijn <U+0001F914>"
"2020-08-08T13:40:39";"sir<U+2713>illa<U+2713>illa<U+0001F1F3><U+0001F1F1>";"<U+0001F914>"
"2020-08-08T15:53:23";"Marianne";"Hoi Chris :)"
"2020-08-08T18:15:57";"DennisvdK";"<U+0001F44D>"
"2020-08-08T19:54:26";"naat";"list(""Freedom For The Children NL\nWij komen in actie om kindermisbruik en -handel te stoppen!\n\nEindelijk! Join us <U+0001F4AA>\n"", list(type = ""link"", text = ""https://t.me/FreedomForTheChildrenNL""), ""\n22 Augustus demonstratie met als startpunt Den Haag malieveld om 13.00"")"
"2020-08-08T22:58:38";"Dutch Patriot Jimmy Hendriks";"Behandeling “spoedwet” versneld
Eerste week september plenair debat Tweede Kamer

Door mr. Jeroen Pols

Rotterdam – 8 augustus 2020 – De Kamerleden Groothuizen (D66), Veldman (VVD), Van Dam (CDA) en Van der Graaf (ChristenUnie) verzochten afgelopen donderdag om de behandeling van de Tijdelijke wet maatregelen COVID-19 – onder het publiek bekend als “spoedwet” – versneld te behandelen. Het voorstel is met steun van GroenLinks en SGP aangenomen. De Tweede Kamer behandelt de wet in de eerste week van september.

De Kamerleden willen voorkomen dat de minister noodgedwongen terugvalt op de noodverordeningen als het virus opleeft. Met dit voorstel wordt het wetsvoorstel ruim drie weken eerder behandeld dan aanvankelijk gepland.

Stijging “besmettingen”

De oproep volgt nadat het aantal positieve testen volgens het RIVM de laatste weken flink stijgt. Er zijn op dit moment echter nauwelijks ziekenhuisopnames of sterfgevallen. De vraag is dan ook gerechtvaardigd of er daadwerkelijk een opleving plaatsvindt. Het RIVM verdubbelde het aantal testen de afgelopen maand tot ongeveer 14 duizend per dag. Het percentage positieve testresultaten blijft echter redelijk stabiel en valt binnen de foutmarge die de PCR-test heeft.

Vergaande inperkingen grondrechten

De wet regelt vergaande bevoegdheden voor de minister van VWS. Niet alleen wordt de anderhalve meter-maatregel in de wet vastgelegd. Ook krijgt hij de bevoegdheid om zonder instemming van het parlement hele bedrijfssectoren, scholen, verpleeghuizen, gebouwen, openbare plaatsen, gebieden en inrichtingen naar eigen inzicht te sluiten of beroepsverboden uit te vaardigen. De minister mag ook demonstraties, vergaderingen en manifestaties verbieden.

Vangnetbepaling

De wet bevat een vangnetbepaling waarmee de minister ook andere nog niet genoemde maatregelen kan doorvoeren. Dit biedt de mogelijkheid om aan heel Nederland een mondkapjesverplichting op te leggen. Niet is uit te sluiten dat de minister deze bevoegdheid ook gebruikt om bijvoorbeeld verplichte vaccinatie en gedwongen quarantaine van hele appartementsgebouwen mogelijk te maken.

Straffen

De straffen zijn in het wetsvoorstel flink verhoogd naar minimaal 444 tot duizenden euro’s en enkele maanden vrijheidsstraf. Kinderen ontvangen een lagere boete van 104 euro of worden naar Bureau Halt gestuurd als zij bijvoorbeeld geen anderhalve meter afstand tot hun vriendjes of vriendinnetjes houden.

Ontmanteling rechtsstaat

De geldigheidsduur van de wet is in beginsel zes maanden. De minister kan zonder instemming van het parlement de geldigheid telkens met twee maanden verlengen. De regeling is omstreden omdat sinds de Tweede Wereldoorlog grondrechten niet meer in deze omvang opzij geschoven werden. Veel deskundigen beschouwen deze wet als een ontmanteling van de rechtsstaat."
"2020-08-08T23:29:01";"Marianne";"Katja, ik heb me rotgezocht naar de bijbehorende groep, maar het gaat over Voetbal ..... Feyenoord tegen Sparta oefenwedstrijd .... mochten geen supporters bij zijn omdat ze gezongen hebben in het stadion... Kwam uit het Ad, kan uiteraard ook onzin zijn. Maar dat netwerken slaat daar op."
"2020-08-08T23:29:39";"Marianne";"<U+0001F339><U+0001F44D><U+0001F3FC>"
"2020-08-09T10:40:45";"Omnipresent";"list(type = ""link"", text = ""https://www.nrc.nl/nieuws/2020/08/06/je-mening-is-niet-slecht-jij-bent-slecht-waarom-online-shamen-niet-werkt-a4008036"")"
"2020-08-09T11:25:48";"Dutch Patriot Jimmy Hendriks";"list(type = ""link"", text = ""https://youtu.be/FsOCrCq4COA"")"
"2020-08-09T12:24:25";"Dutch Patriot Jimmy Hendriks";"list(type = ""link"", text = ""https://youtu.be/vEsnzsPMP-4"")"
"2020-08-09T12:27:29";"Marianne";"Hoi en goedemorgen, ik ben op zoek naar 2 mensen die willen helpen bij het ordeteam op 15/8, demonstratie zet ik even de poster van neer :"
"2020-08-09T12:28:45";"Marianne";"Graag pm ? Slechts 2 mensen aub :)"
"2020-08-09T13:38:38";"Samantha";"Goed weekend allemaal <U+0001F4AA>"
"2020-08-09T13:41:50";"jody";"mooi plaatje samantha goed weekend grts"
"2020-08-09T17:48:43";"Dutch Patriot Jimmy Hendriks";"list(type = ""link"", text = ""https://youtu.be/hMzryhgcboc"")"
"2020-08-09T19:05:36";"Patrice";"Dat klopt, we genieten lekker van het weer en ons strand."
"2020-08-09T19:25:16";"Patrice";"Dat van Den Haag geloof ik niet echt. Naja effe rond vragen als iemand iemand binnen Haaglanden kent die vanaf April corona heeft gehad."
"2020-08-09T19:26:16";"Patrice";"In April hoorde ik alleen van één geval via de visboer die dan rond Loosduinen/kijkduin of één van die strandbuurten was."
"2020-08-09T19:44:46";"jody";"een collega van mij beweert dat ze heeft"
"2020-08-09T19:44:53";"jody";"maar k weet niet die vertelt wel meer"
"2020-08-09T19:45:35";"Patrice";"Welke symptomen heeft ze? En uit welke buurt komt ze in Haaglanden?"
"2020-08-09T19:46:23";"jody";"ja den haag groente fruitmarkt"
"2020-08-09T19:46:32";"jody";"en vooral spieren die pijn doen zwak zijn"
"2020-08-09T19:46:51";"jody";"zeg maar 'griep+' achtig"
"2020-08-09T19:48:05";"jody";"wist ook niet hoe ze er aan kwam maar dus symptomen en toch maar laten testen"
"2020-08-09T19:48:16";"Patrice";"oké"
"2020-08-09T19:48:18";"jody";"nou zijn die testen ook niet bepaald 100% betrouwbaar"
"2020-08-09T21:16:06";"Marianne";"Er zijn hier in NL nog heel veel mensen zonder wetenschap van wat er allemaal speelt, klopt ja"
"2020-08-09T21:41:12";"Marianne";"Avond luitjes, nog hulp aanwezig voor de demo op 15e? De orde dienst? Of misschien voor de wandeling vanaf half 12 tot 13 Scheveningen naar Den Haag? Die sluit erop aan uiteraard"
"2020-08-09T22:00:07";"Ed wian <U+0001F643><U+0001F340>";"Een snotneus is een teken van koudje
Corona is vnl rot gevoel begin tong zeg maar"
"2020-08-10T08:22:42";"sir<U+2713>illa<U+2713>illa<U+0001F1F3><U+0001F1F1>";"Oh My God"
"2020-08-10T08:23:37";"sir<U+2713>illa<U+2713>illa<U+0001F1F3><U+0001F1F1>";"Het Killer Virus"
"2020-08-10T08:23:51";"Omnipresent";"damn..alles wordt permanent zo ingericht.."
"2020-08-10T08:24:02";"Omnipresent";"zo van its here to stay"
"2020-08-10T08:24:20";"Omnipresent";"terwijl er niemand meer aan doodgaat..als er al  mensen aan dood gingen"
"2020-08-10T08:24:51";"Omnipresent";"wat een collectieve cognitieve dissonantie"
"2020-08-10T08:57:41";"sir<U+2713>illa<U+2713>illa<U+0001F1F3><U+0001F1F1>";"Massahysterie
Als je het zelf hebt of iemand in de familie en die is echt ziek dan is het verschrikkelijk MAAR procentueel gezien is dit een énorm laag percentage dus is het middel niet erger dan de kwaal... Mijn inziens WÈL
Het lijk nu langzamerhand zo alsof we er vroeg of laat allemaal aan doodgaan... Het KillerVirus... Dit is natuurlijk absoluut NIET waar. Wat worden we toch gemanipuleerd, bang gemaakt en in een bepaalde richting geduwd met z'n allen <U+0001F914>"
"2020-08-10T09:25:11";"Omnipresent";"ja"
"2020-08-10T09:25:22";"Omnipresent";"nou ja als we t zien hoeven we niet mee te gaan erin"
"2020-08-10T09:25:35";"Omnipresent";"wel lastig als je met openbaar vervoer moet reizen"
"2020-08-10T09:41:28";"sir<U+2713>illa<U+2713>illa<U+0001F1F3><U+0001F1F1>";"Gelukkig hoef ik dat niet
Maar er zijn natuurlijk genoeg mensen die op het openbaar vervoer zijn aangewezen"
"2020-08-10T09:52:04";"Dutch Patriot Jimmy Hendriks";"list(""BERLIJN NODIGT EUROPA UIT, FESTIVAL VOOR VRIJHEID\n\nOnze Duitse collega actievoerders nodigen iedereen uit om op 29 Augustus 2020 naar Berlijn te komen om daar gezamenlijk te demonstreren. \n"", list(type = ""link"", text = ""https://youtu.be/Zd3x3V733ZU""), ""\n\nWord lid van de Telegram chatgroep om op de hoogte te blijven:\n"", list(type = ""link"", text = ""https://t.me/joinchat/TVzK0Bwf0d6P0VPGAYtddw""), ""  \n\n\n05-08-2020 Sharing is Caring! <U+2764><U+FE0F>\n<U+0001F337> Informeer jezelf en je vrienden! <U+0001F337>"")"
"2020-08-10T09:56:20";"naat";"Wie uit deze groep gaat zeker de 22ste?"
"2020-08-10T11:45:36";"sir<U+2713>illa<U+2713>illa<U+0001F1F3><U+0001F1F1>";"Bij de tandarts. Moet niet gekker worden"
"2020-08-10T12:18:00";"Krisso";"Waanzin"
"2020-08-10T12:29:53";"DennisvdK";"Heerlijke teksten!"
"2020-08-10T12:52:21";"Omnipresent";"ok deze vind ik dus echt geniaal"
"2020-08-10T12:52:38";"DennisvdK";"<U+0001F44D>"
"2020-08-10T12:58:49";"Marianne";"Ik, Naat :)"
"2020-08-10T12:59:28";"naat";"Haha <U+2728>"
"2020-08-10T12:59:35";"naat";"Top"
"2020-08-10T13:00:31";"Marianne";"Mooie berg posters weer, ik ga ze even bewaren, moet wel even kiezen wat ik uitdraai... inkt bijna op lol"
"2020-08-10T13:35:10";"Omnipresent";"En voor wie t leuk vindt om mee te denken met loesje is wakker..ideeen voor een tekst kunnen aan mij worden doorgegeven...met zn allen nog creatiever  <U+2764><U+FE0F>"
"2020-08-10T14:37:28";"Omnipresent";"list(type = ""link"", text = ""https://www.youtube.com/watch?v=jkike5PohF4&feature=youtu.be"")"
"2020-08-10T15:27:36";"Dutch Patriot Jimmy Hendriks";"Uiteraard van de partij <U+0001F4AA>"
"2020-08-10T15:55:27";"Omnipresent";"Afbeelding van Omnipresent"
"2020-08-10T15:55:34";"Omnipresent";"Top"
"2020-08-10T16:04:54";"Marianne";"Goed, wie gaan er mee wandelen dan naar het Malieveld,"
"2020-08-10T16:05:06";"Dutch Patriot Jimmy Hendriks";"<U+0001F602><U+0001F602><U+0001F44D> Die is helemaal mooi"
"2020-08-10T16:05:08";"Marianne";"Zaterdag 11.30 verzamelen Zwarte Pad... —» Malie"
"2020-08-10T16:06:22";"Marianne";"Doe je mee aan het 'voorafje'..? :)"
"2020-08-10T16:07:25";"Marianne";"vervoersmiddelen: benewagen, fiets, scootmobielen, alles behalve benzine"
"2020-08-10T16:25:04";"Chris";"Met de tractor, op diesel, mag wel.
Geintje"
"2020-08-10T17:57:27";"sir<U+2713>illa<U+2713>illa<U+0001F1F3><U+0001F1F1>";"Wat nou druk op het strand... Deze foto vanmiddag bij Hoek van Holland genomen..."
"2020-08-10T18:19:02";"Victor Westerkamp";"Afbeelding van Victor Westerkamp"
"2020-08-10T21:36:02";"Omnipresent";"o was t niet snikheet man"
"2020-08-10T22:10:05";"Marianne";"ziet iemand hier nog een foutje?"
"2020-08-10T22:10:29";"Marianne";"ok zo?"
"2020-08-10T22:15:08";"Marianne";"De route is al doorgenomen door de politie, het is een gemeldde wandeling, ontwerpje past beter bij de grote demo zo."
"2020-08-10T22:20:41";"naat";"list(type = ""link"", text = ""https://commonsensetv.nl/anti-sado-pedo-demo-stille-tocht-22-augustus-den-haag/"")"
"2020-08-10T23:16:12";"Patrice";"Ik was die aan het zoeken"
"2020-08-11T01:24:15";"Marianne";"hehe neuh maar wel scateboards of rollerscates, of die driewieltjes gevallen of de ouderwetse 4wielertjes keuze zat"
"2020-08-11T12:54:55";"Ed wian <U+0001F643><U+0001F340>";"Hoeveel km is de wandeltocht zaterdag? Is dat bekent? Ik  neem aan dat we niet de kortste route nemen. Dan kan ik rekenen of ik meekan rollen en genoeg prik overhou"
"2020-08-11T13:13:40";"Dutch Patriot Jimmy Hendriks";"list(list(type = ""link"", text = ""https://commonsensetv.nl/anti-sado-pedo-demo-stille-tocht-22-augustus-den-haag/""), ""\n\n\nLaat mij die <U+0001F91A> zien wie gaat de 22ste Augustus? \n\nHet grootste protest van het jaar moet dit worden! <U+2728>"")"
"2020-08-11T13:39:31";"Marianne";"list(type = ""link"", text = ""https://www.facebook.com/groups/haagsestilletocht/?multi_permalinks=1661549630679312&notif_id=1597089447087424&notif_t=feedback_reaction_generic"")"
"2020-08-11T14:13:01";"Dutch Patriot Jimmy Hendriks";"list(type = ""link"", text = ""https://youtu.be/nGIgluIgXF0"")"
"2020-08-11T14:24:05";"Marianne";"Ed ik zal de alsnog gewijzigde route hier neerzetten, dan kun je even rekenen, en de tram stapt voor de verzamelpunt te Scheveningen..."
"2020-08-11T14:24:27";"Marianne";"vertrelpunt"
"2020-08-11T14:28:04";"Marianne";"Tram 9 vanaf Station Den haag CS"
"2020-08-11T14:29:41";"Janneke Houvanreizen";"Tof"
"2020-08-11T14:29:56";"Janneke Houvanreizen";"Ik loop mee"
"2020-08-11T14:30:53";"Marianne";"list(type = ""link"", text = ""https://www.htm.nl/dienstregeling/tram-1?date=2020-08-15&direction=2&cHash=3db78c75c4d5416080a857f8d73f3d20"")"
"2020-08-11T14:31:04";"Marianne";"Tramlijn 1 vanaf Delft :)"
"2020-08-11T14:31:15";"Marianne";"Hoi Jewel, fijn doe je mee met klein ordeteam, hesje?"
"2020-08-11T14:31:22";"Marianne";"Ik heb niet genoeg mensen nog"
"2020-08-11T14:32:58";"Marianne";"Ik heb nog niet de locatie op het event kunnen wijzigen, kan nog niet vinden hoe. Anders komt er gewoon een beschrijving uitbreiding bij. Dat die locatie 2 haltes eerder is / kurhausplein bij de Fontein"
"2020-08-11T14:33:26";"Marianne";"list(type = ""link"", text = ""https://www.htm.nl/dienstregeling/tram-1?date=2020-08-15&direction=2&cHash=3db78c75c4d5416080a857f8d73f3d20"")"
